Date,AAPL,NVDA,JPM,SPY,GLD,TLT,EURUSD,BTC-USD
2016-01-04,23.7309,0.7896,48.6487,170.3688,102.89,92.3436,1.0854,433.091003418
2016-01-05,23.1363,0.8023,48.7328,170.6577,103.18,91.9711,1.0828,431.9599914551
2016-01-06,22.6835,0.7691,48.0293,168.505,104.67,93.2104,1.0752,429.1050109863
2016-01-07,21.7261,0.7386,46.087,164.4623,106.15,93.3777,1.0779,458.0480041504
2016-01-08,21.841,0.7227,45.0547,162.6596,105.68,93.7959,1.0926,453.2300109863
2016-01-11,22.1947,0.724,44.9859,162.8181,104.74,92.7694,1.0941,448.4280090332
2016-01-12,22.5168,0.7362,45.0853,164.1324,104.21,94.1076,1.0858,435.6900024414
2016-01-13,21.9379,0.7137,43.8465,160.0382,104.72,95.0353,1.0844,432.3710021973
2016-01-14,22.4177,0.6993,44.5041,162.6655,103.02,94.1457,1.0886,430.3059997559
2016-01-15,21.8793,0.6613,43.6171,159.1737,104.08,95.6131,1.0859,364.3309936523
2016-01-19,21.7735,0.6666,43.5942,159.3856,103.98,95.3166,1.0895,380.1489868164
2016-01-20,21.8027,0.6703,42.4471,157.3431,105.37,96.3202,1.0913,420.2300109863
2016-01-21,21.6924,0.6781,42.2483,158.2245,105.49,95.6663,1.0877,410.2619934082
2016-01-22,22.8457,0.694,43.5483,161.4705,105.0,95.3014,1.0862,382.4920043945
2016-01-25,22.3997,0.6932,42.5618,159.0296,106.08,95.8184,1.0799,391.7260131836
2016-01-26,22.5236,0.7001,43.6477,161.1993,107.29,95.864,1.0853,392.1530151367
2016-01-27,21.0436,0.6918,43.6171,159.4449,107.69,95.8412,1.0865,394.9719848633
2016-01-28,21.1945,0.6842,43.8006,160.2755,106.54,95.9781,1.0908,380.2890014648
2016-01-29,21.9266,0.7144,45.4982,164.1833,106.9492,96.7916,1.0937,379.4739990234
2016-02-01,21.7216,0.7147,45.0088,164.1233,108.05,96.4953,1.0826,373.0559997559
2016-02-02,21.2824,0.6844,43.6095,161.1654,108.09,98.2855,1.0897,374.4479980469
2016-02-03,21.7036,0.6879,43.9,162.1316,109.25,97.4704,1.0922,369.949005127
2016-02-04,21.878,0.6881,44.6571,162.3858,110.57,97.9427,1.1091,389.5939941406
2016-02-05,21.2937,0.6447,44.16,159.2924,112.32,98.057,1.12,386.5490112305
2016-02-08,21.5179,0.6152,43.2348,157.1481,113.83,100.1671,1.1145,373.4469909668
2016-02-09,21.5134,0.6218,42.9748,157.1566,113.58,100.2738,1.119,376.0289916992
2016-02-10,21.3503,0.6203,42.4548,157.021,114.46,101.1574,1.129,381.6489868164
2016-02-11,21.2212,0.6171,40.5813,154.9785,119.0592,101.8659,1.1281,379.6539916992
2016-02-12,21.2869,0.6276,43.9612,158.1736,118.36,100.1747,1.1318,384.2630004883
2016-02-16,21.8871,0.6583,44.6188,160.8433,114.77,99.1159,1.1174,407.4880065918
2016-02-17,22.2223,0.6747,44.94,163.4707,115.48,98.5064,1.1147,416.3219909668
2016-02-18,21.801,0.7327,44.2059,162.8011,118.29,99.7177,1.1123,422.3729858398
2016-02-19,21.7512,0.7425,44.2135,162.7248,117.58,99.8015,1.1111,420.7850036621
2016-02-22,21.9414,0.7688,44.7871,165.081,115.49,99.7481,1.1124,437.7479858398
2016-02-23,21.4454,0.7708,42.9136,162.996,117.22,100.1519,1.1028,420.7359924316
2016-02-24,21.7648,0.7762,42.9289,163.7419,117.61,99.9538,1.1027,424.9549865723
2016-02-25,21.9142,0.7779,43.5942,165.7251,117.92,100.3119,1.1014,424.5440063477
2016-02-26,21.9482,0.7727,43.9994,165.343,117.11,99.3444,1.1025,432.1520080566
2016-02-29,21.8984,0.7677,43.0512,164.047,118.64,99.7786,1.0924,437.6969909668
2016-03-01,22.7681,0.8018,45.2688,167.9032,117.77,98.0217,1.0889,435.1229858398
2016-03-02,22.8179,0.8064,45.697,168.6575,118.68,98.4262,1.0876,423.9890136719
2016-03-03,22.9878,0.7993,45.85,169.3143,120.73,98.7849,1.0869,421.6510009766
2016-03-04,23.3298,0.7969,45.9188,169.8695,120.54,98.1514,1.0949,410.9389953613
2016-03-07,23.0716,0.7917,45.8347,170.0051,121.14,98.1209,1.0994,414.3210144043
2016-03-08,22.8813,0.7773,44.9476,168.149,120.58,99.2047,1.1016,413.9719848633
2016-03-09,22.9017,0.7768,45.2076,168.9796,119.58,98.6017,1.1004,414.8599853516
2016-03-10,22.913,0.7756,44.8176,169.1152,121.5,98.1972,1.0989,417.1310119629
2016-03-11,23.1599,0.7888,45.3759,171.8442,119.41,97.205,1.1178,421.6900024414
2016-03-14,23.2188,0.7907,45.2076,171.6239,117.87,97.5103,1.1168,416.4379882813
2016-03-15,23.6853,0.7868,45.2688,171.3442,117.96,97.6019,1.1102,416.8299865723
2016-03-16,24.0001,0.8103,45.0547,172.3358,120.59,97.8919,1.1109,417.0109863281
2016-03-17,23.9616,0.8035,44.9247,173.4291,120.13,98.2964,1.1219,420.6210021973
2016-03-18,23.9888,0.8277,46.2476,174.1106,119.8,98.5025,1.1318,409.5480041504
2016-03-21,23.9865,0.8302,46.2323,174.3576,118.96,97.7469,1.1279,413.3070068359
2016-03-22,24.17,0.8287,46.0641,174.2639,119.31,97.724,1.1236,418.0889892578
2016-03-23,24.0364,0.8429,45.8347,173.1132,116.61,98.8307,1.1223,418.0409851074
2016-03-24,23.9322,0.8441,45.4829,173.0372,116.33,98.8688,1.1181,416.3940124512
2016-03-28,23.8235,0.8527,45.4217,173.1394,116.6,98.9986,1.116,424.2309875488
2016-03-29,24.3874,0.8664,45.1388,174.7417,118.76,100.0366,1.1203,416.5159912109
2016-03-30,24.8132,0.8754,45.6588,175.5077,117.1,98.9833,1.1292,414.8160095215
2016-03-31,24.6841,0.8723,45.2841,175.0818,117.64,99.6855,1.1335,416.7290039063
2016-04-01,24.9106,0.885,45.7811,176.2744,116.93,99.9455,1.138,417.9599914551
2016-04-04,25.1665,0.8764,45.604,175.7036,116.15,100.0067,1.139,421.4440002441
2016-04-05,24.8698,0.8752,44.9569,173.9481,117.66,101.1004,1.1389,424.0299987793
2016-04-06,25.1303,0.8764,45.3035,175.8485,116.94,100.3662,1.1382,423.4129943848
2016-04-07,24.5822,0.8674,44.1557,173.7443,118.61,101.6052,1.1405,422.7449951172
2016-04-08,24.6094,0.873,44.4793,174.2121,118.43,100.9627,1.1374,420.3489990234
2016-04-11,24.6909,0.8784,44.8336,173.804,120.03,100.8327,1.1403,422.483001709
2016-04-12,25.0125,0.8774,45.6656,175.4225,120.05,100.1367,1.1413,425.1900024414
2016-04-13,25.3749,0.8994,47.5991,177.1951,118.77,100.4885,1.1385,423.7340087891
2016-04-14,25.3885,0.9019,48.2154,177.203,117.11,100.0067,1.1279,424.2820129395
2016-04-15,24.8789,0.909,47.6608,177.007,117.92,100.8633,1.127,429.7130126953
2016-04-18,24.3421,0.9051,47.9689,178.2501,117.74,100.4274,1.13,428.591003418
2016-04-19,24.213,0.8889,48.7777,178.8131,119.58,100.1138,1.1309,435.5090026855
2016-04-20,24.2629,0.8923,49.4865,178.9834,118.97,99.0125,1.136,441.3890075684
2016-04-21,24.0001,0.8914,48.9934,178.0208,119.42,98.4236,1.1305,449.424987793
2016-04-22,23.9345,0.8879,49.2785,178.0208,117.89,98.1712,1.1292,445.7369995117
2016-04-25,23.7986,0.8923,48.9934,177.7141,118.23,97.7658,1.1234,461.425994873
2016-04-26,23.6332,0.8931,49.2477,177.9775,118.7,97.3222,1.1269,466.0889892578
2016-04-27,22.1543,0.9134,49.3863,178.3445,119.04,98.2935,1.1299,444.6870117188
2016-04-28,21.4771,0.8862,48.9934,176.7238,121.29,98.6989,1.1329,449.0109863281
2016-04-29,21.2303,0.8698,48.6853,175.7725,123.65,98.9513,1.1356,455.0969848633
2016-05-02,21.2076,0.8813,49.1398,177.1689,123.24,97.955,1.1463,444.6690063477
2016-05-03,21.5564,0.8708,48.1923,175.6263,122.96,99.1888,1.1525,450.3039855957
2016-05-04,21.3322,0.851,47.4297,174.6473,122.21,99.733,1.1504,446.7219848633
2016-05-05,21.2456,0.8561,47.1754,174.6132,122.07,100.3997,1.1493,447.9760131836
2016-05-06,21.1271,0.8649,47.4528,175.2521,123.18,99.9705,1.1406,459.6029968262
2016-05-09,21.1431,0.8637,47.1523,175.3963,120.65,100.2847,1.1388,460.483001709
2016-05-10,21.2866,0.8803,47.7917,177.5778,120.98,100.2924,1.1388,450.8949890137
2016-05-11,21.0793,0.8828,47.6145,175.9166,122.12,100.8595,1.1374,452.7279968262
2016-05-12,20.5848,0.8708,47.5837,175.9677,121.16,100.3997,1.1427,454.7659912109
2016-05-13,20.6258,1.0032,47.1446,174.4343,121.71,101.3729,1.1377,455.6700134277
2016-05-16,21.3914,1.0329,47.499,176.1551,121.8,100.4993,1.1317,454.1629943848
2016-05-17,21.3026,1.0351,47.499,174.5117,122.22,100.6679,1.1316,453.782989502
2016-05-18,21.5464,1.0615,49.3324,174.5621,120.1,99.2348,1.1316,454.6189880371
2016-05-19,21.4644,1.0662,48.8317,173.9573,119.87,99.664,1.1223,438.7149963379
2016-05-20,21.6968,1.0853,48.9241,175.0562,119.71,99.7406,1.1206,442.675994873
2016-05-23,21.9725,1.087,48.8856,174.8177,119.37,99.9629,1.1222,444.1549987793
2016-05-24,22.3074,1.1134,49.7176,177.0837,117.3,99.5184,1.1216,445.9809875488
2016-05-25,22.6994,1.1087,50.4725,178.2849,116.98,99.1429,1.1138,449.5989990234
2016-05-26,22.8794,1.1205,50.095,178.336,116.58,99.6563,1.1159,453.3840026855
2016-05-27,22.8657,1.1266,50.4032,179.1027,115.62,99.5107,1.1192,473.4639892578
2016-05-31,22.754,1.1467,50.2799,178.762,116.06,99.7483,1.1148,531.3859863281
2016-06-01,22.435,1.1489,50.6034,179.1283,115.94,100.153,1.1136,536.9199829102
2016-06-02,22.2664,1.157,50.6959,179.6735,115.67,100.8748,1.1189,537.9719848633
2016-06-03,22.312,1.1408,49.7946,179.1368,118.88,102.3108,1.1152,569.1939697266
2016-06-06,22.4738,1.135,50.2876,180.0483,118.92,101.5506,1.1351,585.5369873047
2016-06-07,22.5649,1.1372,50.1181,180.3294,118.82,101.7963,1.1364,576.5969848633
2016-06-08,22.5444,1.1335,50.2645,180.9172,120.58,102.3416,1.1358,581.6450195313
2016-06-09,22.7062,1.1629,49.8793,180.6702,121.25,103.002,1.1407,574.6300048828
2016-06-10,22.5193,1.134,49.1783,178.9579,121.74,103.5011,1.1315,577.4699707031
2016-06-13,22.1798,1.1485,48.7392,177.5771,122.64,103.9619,1.124,704.3759765625
2016-06-14,22.2072,1.1507,47.8225,177.2285,122.77,103.8851,1.1291,685.5590209961
2016-06-15,22.1343,1.1624,47.7378,176.9815,123.68,104.2844,1.1213,694.4689941406
2016-06-16,22.2277,1.1671,47.9304,177.5097,122.38,104.7913,1.1263,766.3079833984
2016-06-17,21.7218,1.1467,47.9766,176.8486,123.95,104.1385,1.1252,748.908996582
2016-06-20,21.6694,1.1674,48.0459,177.9875,123.21,103.025,1.1349,737.2260131836
2016-06-21,21.854,1.1602,48.4927,178.4927,120.84,102.5489,1.1323,666.6519775391
2016-06-22,21.772,1.1593,48.3078,178.2016,120.9,102.7179,1.1251,596.116027832
2016-06-23,21.8973,1.1902,49.3401,180.5222,120.11,101.5429,1.1328,623.9769897461
2016-06-24,21.2821,1.1224,45.9121,173.9456,126.01,104.2691,1.1324,665.2990112305
2016-06-27,20.9722,1.1104,44.3791,170.9228,126.68,106.8723,1.1036,655.2750244141
2016-06-28,21.3254,1.1266,45.8505,174.0053,125.32,107.095,1.1015,647.0009765625
2016-06-29,21.5099,1.145,47.1446,176.9685,125.84,106.2734,1.1074,639.8900146484
2016-06-30,21.7834,1.1539,47.8687,179.379,126.47,106.665,1.1128,673.3369750977
2016-07-01,21.8494,1.1453,47.5582,179.7608,128.41,108.146,1.1106,676.2960205078
2016-07-05,21.6444,1.1622,46.2307,178.467,129.47,109.5,1.1146,670.6270141602
2016-07-06,21.7674,1.1696,46.7275,179.5374,130.23,109.677,1.1065,677.3309936523
2016-07-07,21.8608,1.2,47.0303,179.4227,129.74,109.6693,1.1099,640.5620117188
2016-07-08,22.0294,1.2481,48.0007,182.0979,130.52,110.4771,1.1066,666.5230102539
2016-07-11,22.0978,1.2768,48.3423,182.7401,129.29,109.5077,1.1044,647.658996582
2016-07-12,22.1981,1.296,49.0643,184.0674,127.15,107.7074,1.1058,664.5510253906
2016-07-13,22.0727,1.2955,49.0332,184.0417,128.32,108.9769,1.1063,654.4680175781
2016-07-14,22.5102,1.3087,49.7785,185.0693,127.33,107.392,1.1095,658.0780029297
2016-07-15,22.5079,1.2935,49.8251,184.821,126.84,106.4688,1.1106,663.2550048828
2016-07-18,22.7472,1.3001,49.6543,185.317,127.04,106.3688,1.1053,673.1060180664
2016-07-19,22.7563,1.3136,49.5767,185.1293,127.21,106.9689,1.1072,672.8640136719
2016-07-20,22.7768,1.3308,49.631,185.8957,125.39,106.3842,1.1014,665.6849975586
2016-07-21,22.6561,1.3063,49.4447,185.1935,127.3,106.5996,1.102,665.0120239258
2016-07-22,22.4806,1.3419,49.7164,186.0284,126.35,106.7842,1.1033,650.6190185547
2016-07-25,22.1798,1.3667,49.5844,185.5232,125.47,106.7073,1.097,654.0969848633
2016-07-26,22.0272,1.39,49.7863,185.6088,126.0,106.8766,1.0991,651.783996582
2016-07-27,23.4581,1.376,49.9416,185.4118,128.03,108.2075,1.0988,654.3519897461
2016-07-28,23.7748,1.3789,49.763,185.6259,127.66,108.0075,1.1074,655.0349731445
2016-07-29,23.7452,1.4015,49.6621,185.9256,128.98,108.9076,1.1084,656.9920043945
2016-08-01,24.1645,1.3924,49.5301,185.7715,129.22,107.7268,1.1168,606.2719726563
2016-08-02,23.8067,1.3755,49.4137,184.5805,130.27,106.617,1.1168,547.4650268555
2016-08-03,24.1052,1.3792,50.1977,185.1207,129.65,106.6786,1.1219,566.3549804688
2016-08-04,24.2542,1.4047,50.1201,185.3174,129.87,107.4802,1.1152,578.2890014648
2016-08-05,24.623,1.4285,51.4709,186.8333,127.55,106.3626,1.1135,575.0430297852
2016-08-08,24.8269,1.4418,51.3157,186.722,127.44,106.563,1.109,591.0540161133
2016-08-09,24.9277,1.4455,51.1371,186.8333,127.96,107.6112,1.1084,587.8010253906
2016-08-10,24.7421,1.4361,50.6791,186.3709,128.56,108.0274,1.1116,592.1030273438
2016-08-11,24.7261,1.4653,50.8188,187.2358,127.67,107.064,1.1186,589.1199951172
2016-08-12,24.7834,1.5473,50.7101,187.0731,127.4,107.9658,1.1139,587.5590209961
2016-08-15,25.0812,1.5458,51.0207,187.6126,127.84,106.9484,1.1167,567.2399902344
2016-08-16,25.0583,1.5365,51.0129,186.645,128.47,106.6632,1.1184,577.4390258789
2016-08-17,25.0216,1.5009,51.1526,186.996,128.5,107.3029,1.1276,573.216003418
2016-08-18,24.9895,1.5242,51.1992,187.4156,129.11,107.4725,1.1299,574.3179931641
2016-08-19,25.0537,1.5282,51.1294,187.1416,127.97,106.9098,1.1349,575.6300048828
2016-08-22,24.859,1.5345,51.0828,187.1331,127.78,107.8116,1.1298,586.7529907227
2016-08-23,24.9369,1.547,51.0595,187.5098,127.76,107.9272,1.1319,583.4149780273
2016-08-24,24.749,1.5231,51.1992,186.5508,126.34,107.6729,1.1301,580.1820068359
2016-08-25,24.6436,1.513,51.2924,186.4223,126.23,107.2644,1.1264,577.7609863281
2016-08-26,24.4993,1.5253,51.4088,186.0712,126.05,106.6401,1.1291,579.6510009766
2016-08-29,24.4718,1.5244,51.9756,186.9882,126.3,108.066,1.12,574.1069946289
2016-08-30,24.2839,1.5155,52.4025,186.6792,125.03,107.6498,1.1193,577.5029907227
2016-08-31,24.3068,1.5084,52.4025,186.1483,124.78,107.8039,1.1153,575.4719848633
2016-09-01,24.4512,1.5529,52.1774,186.1568,125.29,107.9228,1.1161,572.3029785156
2016-09-02,24.6803,1.5376,52.3948,186.996,126.57,107.0426,1.1201,575.5369873047
2016-09-06,24.6734,1.5521,52.356,187.5619,128.71,107.8224,1.1153,610.4359741211
2016-09-07,24.8246,1.5293,52.1386,187.5441,128.27,107.7452,1.1254,614.5440063477
2016-09-08,24.174,1.5403,52.2085,187.1159,127.59,106.394,1.1241,626.3159790039
2016-09-09,23.6264,1.4636,51.7427,182.6373,126.75,104.6412,1.1271,622.8610229492
2016-09-12,24.1556,1.4939,52.061,185.2577,126.59,104.6953,1.1241,608.242980957
2016-09-13,24.7307,1.4722,51.6495,182.5945,125.75,103.5061,1.1244,609.241027832
2016-09-14,25.6058,1.4853,51.5486,182.526,126.18,103.6606,1.1219,610.6840209961
2016-09-15,26.4764,1.5416,51.7349,184.35,125.37,103.2127,1.1247,607.1550292969
2016-09-16,26.3275,1.5453,51.0983,183.6374,125.06,104.0466,1.1246,606.9730224609
2016-09-19,26.0205,1.5657,51.3855,183.6718,125.32,103.7069,1.1159,609.2269897461
2016-09-20,26.0182,1.5514,51.5952,183.6804,125.44,104.0698,1.1181,608.3120117188
2016-09-21,26.0136,1.5949,51.8902,185.746,127.27,104.9115,1.1154,597.1489868164
2016-09-22,26.2587,1.5989,52.3171,186.9165,127.57,105.7454,1.1193,596.2979736328
2016-09-23,25.8212,1.5971,52.2085,185.8923,127.65,105.645,1.121,602.8419799805
2016-09-26,25.8601,1.5821,51.0672,184.3861,127.55,106.3168,1.1239,608.0430297852
2016-09-27,25.9082,1.6362,51.5175,185.5308,126.62,107.0966,1.125,606.166015625
2016-09-28,26.1052,1.6421,51.7892,186.4517,126.22,106.865,1.122,604.7280273438
2016-09-29,25.6997,1.6574,50.9663,184.7648,126.07,107.1352,1.1225,605.6929931641
2016-09-30,25.899,1.6849,51.6961,186.1591,125.64,106.1778,1.122,609.7349853516
2016-10-03,25.7776,1.6832,51.634,185.7116,125.32,105.8274,1.1235,612.1329956055
2016-10-04,25.8876,1.6795,52.0797,184.7648,120.97,104.5897,1.121,610.2039794922
2016-10-05,25.899,1.6778,52.9321,185.5825,120.78,104.1024,1.1211,612.5109863281
2016-10-06,26.0915,1.6559,53.0728,185.7116,119.66,103.5222,1.1208,613.0209960938
2016-10-07,26.1304,1.6439,53.2605,185.0747,119.74,103.5918,1.1145,617.1209716797
2016-10-10,26.5863,1.65,53.6749,186.0386,120.16,102.9808,1.1197,618.9940185547
2016-10-11,26.6436,1.6262,53.4169,183.689,119.55,102.7487,1.1141,641.0720214844
2016-10-12,26.8819,1.6335,53.2761,183.93,119.74,102.8492,1.1062,636.1920166016
2016-10-13,26.7994,1.607,52.9711,183.3275,120.03,103.236,1.1012,636.7860107422
2016-10-14,26.9483,1.6227,52.7991,183.4222,119.36,101.7895,1.105,640.3779907227
2016-10-17,26.93,1.6134,52.5254,182.7853,119.68,102.4393,1.0968,639.1929931641
2016-10-18,26.9116,1.638,52.9399,183.93,120.42,102.7719,1.1016,637.9600219727
2016-10-19,26.8315,1.6345,53.4482,184.4206,121.11,102.857,1.0977,630.5200195313
2016-10-20,26.8177,1.6655,53.3778,184.0763,120.74,102.9653,1.0975,630.8569946289
2016-10-21,26.7123,1.6608,53.5576,184.1624,120.83,103.12,1.093,632.8280029297
2016-10-24,26.9529,1.7388,53.8548,184.9456,120.56,102.6713,1.0883,653.7609863281
2016-10-25,27.0903,1.7673,53.8,184.3259,121.47,102.9421,1.0875,657.5880126953
2016-10-26,26.4809,1.7744,54.0581,183.9558,120.79,102.2459,1.0887,678.3040161133
2016-10-27,26.2267,1.738,54.1363,183.4652,121.01,101.132,1.0912,688.3129882813
2016-10-28,26.0525,1.7351,54.0425,182.923,121.58,100.9077,1.09,689.6510009766
2016-10-31,26.0113,1.7498,54.1598,182.9316,121.94,101.5265,1.0985,700.9719848633
2016-11-01,25.5417,1.698,53.933,181.6062,122.73,101.5343,1.0973,729.7930297852
2016-11-02,25.5646,1.6908,53.7062,180.5132,123.64,101.976,1.1057,740.8289794922
2016-11-03,25.2905,1.6712,53.4716,179.687,124.3,101.1932,1.1098,688.700012207
2016-11-04,25.0626,1.6616,52.9868,179.489,124.39,102.1,1.1103,703.2349853516
2016-11-07,25.4241,1.7525,54.6446,183.448,122.15,101.232,1.1101,703.1309814453
2016-11-08,25.5738,1.7498,54.7619,184.2743,121.64,100.8212,1.1052,709.8480224609
2016-11-09,25.5323,1.7203,57.2798,186.2273,121.56,96.5432,1.1019,723.2730102539
2016-11-10,24.8208,1.6665,59.9386,186.6927,119.75,95.1172,1.0921,715.533996582
2016-11-11,24.9682,2.1632,59.9698,186.2624,117.1,94.5824,1.089,716.4110107422
2016-11-14,24.3418,2.0567,62.175,186.4087,116.11,94.0166,1.0825,705.0209960938
2016-11-15,24.6642,2.1194,62.0577,187.8632,117.12,94.4816,1.075,711.6190185547
2016-11-16,25.3274,2.2532,60.5251,187.5103,116.77,95.3342,1.0727,744.1979980469
2016-11-17,25.3182,2.2719,61.0099,188.4742,116.17,93.9314,1.0707,740.9769897461
2016-11-18,25.3435,2.2957,60.7675,188.0525,115.15,93.6601,1.0623,751.5850219727
2016-11-21,25.7281,2.2864,61.0333,189.4726,115.58,93.8926,1.0584,739.2479858398
2016-11-22,25.7442,2.3029,61.4087,189.8427,115.54,93.8616,1.0639,751.3469848633
2016-11-23,25.6129,2.3142,61.6667,189.946,113.25,93.4974,1.0634,744.5939941406
2016-11-25,25.7419,2.3189,61.6433,190.6517,112.61,93.6369,1.0562,741.6489868164
2016-11-28,25.6912,2.3177,61.2445,189.7566,113.8,94.3266,1.0612,735.8129882813
2016-11-29,25.6659,2.2965,61.7137,190.1267,113.27,94.7219,1.0621,735.6040039063
2016-11-30,25.4494,2.2706,62.6911,189.6706,111.75,93.1874,1.0648,745.6909790039
2016-12-01,25.2123,2.1583,63.9579,188.9734,111.54,92.2035,1.0592,756.7739868164
2016-12-02,25.3067,2.1783,63.8094,189.0681,112.14,92.8791,1.0663,777.9439697266
2016-12-05,25.1248,2.2627,65.1074,190.2042,111.54,92.7781,1.0582,758.700012207
2016-12-06,25.3182,2.2999,65.4437,190.8066,111.43,92.7082,1.0757,764.2239990234
2016-12-07,25.5669,2.3413,65.7408,193.3025,111.83,93.5003,1.072,768.132019043
2016-12-08,25.8179,2.3021,66.5619,193.7759,111.57,92.3976,1.0762,770.8099975586
2016-12-09,26.2393,2.2613,66.8512,194.9464,110.4,91.2483,1.0621,772.7940063477
2016-12-12,26.0896,2.2063,66.2569,194.7226,110.82,91.4191,1.0547,780.0869750977
2016-12-13,26.5248,2.2452,66.2804,196.0222,110.45,91.7453,1.0642,780.5560302734
2016-12-14,26.5248,2.3753,66.2569,194.4041,108.83,90.7202,1.0629,781.4810180664
2016-12-15,26.6699,2.4309,67.2501,195.2045,107.34,91.1784,1.0446,778.0880126953
2016-12-16,26.7044,2.4728,66.4212,194.8228,108.05,90.9687,1.0419,784.9069824219
2016-12-19,26.8587,2.5028,66.8043,195.247,108.59,91.9472,1.0386,792.7139892578
2016-12-20,26.9301,2.59,67.6645,196.0001,107.79,91.489,1.0423,800.8759765625
2016-12-21,26.9554,2.6063,67.8365,195.4547,107.85,91.8928,1.0436,834.2810058594
2016-12-22,26.7781,2.6378,67.946,195.1171,107.59,91.7285,1.045,864.5399780273
2016-12-23,26.8311,2.7036,68.0711,195.4028,107.93,91.9154,1.0438,921.9840087891
2016-12-27,27.0015,2.8892,68.1337,195.8876,108.56,91.6195,1.0412,933.1979980469
2016-12-28,26.8863,2.6905,67.641,194.2687,108.86,92.2891,1.049,975.9210205078
2016-12-29,26.8794,2.7442,67.164,194.2254,110.29,92.6162,1.0515,973.4970092773
2016-12-30,26.6699,2.6287,67.4768,193.5155,109.61,92.7563,1.0575,961.2379760742
2017-01-03,26.7459,2.5122,68.2119,194.9959,110.47,93.1534,1.0488,1043.8399658203
2017-01-04,26.7159,2.5708,68.3377,196.156,110.86,93.5116,1.0605,1154.7299804688
2017-01-05,26.8518,2.5056,67.7087,196.0001,112.58,94.9754,1.0527,1013.3800048828
2017-01-06,27.1511,2.5391,67.7165,196.7014,111.75,94.1033,1.0606,902.2009887695
2017-01-09,27.3998,2.642,67.7637,196.0521,112.67,94.8586,1.0553,902.8280029297
2017-01-10,27.4275,2.622,67.9603,196.0521,113.15,94.7963,1.0581,907.6790161133
2017-01-11,27.5748,2.5898,68.4714,196.6062,113.5,95.1155,1.0611,777.757019043
2017-01-12,27.4597,2.5474,67.8109,196.1127,113.91,94.9053,1.0638,804.833984375
2017-01-13,27.4113,2.5472,68.1726,196.5629,114.21,94.4537,1.0617,823.9840087891
2017-01-17,27.6324,2.49,65.6957,195.8703,115.85,95.4425,1.0628,907.9379882813
2017-01-18,27.6301,2.5354,66.0024,196.3032,114.87,94.2201,1.0663,886.617980957
2017-01-19,27.5817,2.5898,65.4991,195.5759,114.77,93.5738,1.0697,899.0729980469
2017-01-20,27.6324,2.5615,65.7901,196.2945,115.05,93.387,1.066,895.0260009766
2017-01-23,27.6508,2.5881,65.8215,195.7837,115.79,94.3213,1.073,921.0120239258
2017-01-24,27.6255,2.6432,66.6157,197.039,115.27,93.6751,1.0747,892.6870117188
2017-01-25,28.0653,2.6546,67.6457,198.7445,114.32,92.4994,1.0681,901.5419921875
2017-01-26,28.0791,2.7004,68.2119,198.5367,113.26,92.8108,1.0693,917.5859985352
2017-01-27,28.0814,2.7526,68.3534,198.2251,113.49,93.1456,1.0683,919.75
2017-01-30,28.0077,2.7095,67.6457,196.9957,113.97,92.8653,1.0797,920.382019043
2017-01-31,27.9433,2.6888,66.5449,196.9784,115.55,93.5116,1.0767,970.4030151367
2017-02-01,29.6473,2.8063,66.7965,197.0563,115.2,92.9334,1.0757,989.0230102539
2017-02-02,29.5966,2.8417,66.5135,197.1862,115.84,92.8943,1.0781,1011.799987793
2017-02-03,29.7232,2.8168,68.55,198.5454,116.13,92.8553,1.0762,1029.9100341797
2017-02-06,30.0019,2.889,68.2276,198.1904,117.7,93.4171,1.0682,1038.1500244141
2017-02-07,30.2874,2.9338,68.1883,198.1991,117.46,94.1038,1.0697,1061.3499755859
2017-02-08,30.4048,2.921,67.5907,198.4588,118.19,95.3835,1.0655,1063.0699462891
2017-02-09,30.6246,2.8661,68.5657,199.6362,117.29,94.2833,1.0638,994.3829956055
2017-02-10,30.5552,2.7981,68.4085,200.424,117.6,94.2287,1.0659,988.6740112305
2017-02-13,30.8258,2.6691,69.3127,201.5148,116.8,93.9321,1.0577,990.6420288086
2017-02-14,31.2258,2.6789,70.4214,202.3199,116.93,93.2533,1.0599,1004.549987793
2017-02-15,31.3392,2.6844,71.2313,203.3761,117.45,92.8241,1.0673,1007.4799804688
2017-02-16,31.3022,2.6413,71.1841,203.203,118.08,93.3313,1.0611,1027.4399414063
2017-02-17,31.3877,2.6408,70.9482,203.5233,117.68,93.8853,1.0672,1046.2099609375
2017-02-21,31.6144,2.7353,71.5615,204.7353,117.75,93.7215,1.0557,1115.3000488281
2017-02-22,31.7092,2.7311,71.6009,204.5535,117.91,93.8775,1.058,1117.4399414063
2017-02-23,31.5751,2.4779,71.6559,204.692,118.94,94.1584,1.0556,1166.7199707031
2017-02-24,31.6051,2.5018,71.0269,204.9517,119.7,95.204,1.0584,1173.6800537109
2017-02-27,31.6676,2.5746,71.1055,205.2721,119.12,94.6422,1.0575,1179.9699707031
2017-02-28,31.6814,2.5023,71.2549,204.718,119.23,94.9933,1.0546,1179.9699707031
2017-03-01,32.329,2.5346,73.5981,207.5835,119.06,93.4016,1.0505,1222.5
2017-03-02,32.137,2.4412,72.4501,206.2763,117.58,93.0654,1.0617,1251.0100097656
2017-03-03,32.3267,2.4271,72.969,206.4062,117.51,93.3078,1.051,1274.9899902344
